actual_dataset,parameters_names,n_estimators,max_samples,contamination,max_features,fit_execution_time,auc_execution_time,execution_time,AUC_ROC
path_input_fan_id_06,n_estimator-30.0_contamination-0.1_max_samples-128.0_max_features-0.5,30.0,128.0,0.1,0.5,79.76018118858337,48.72053265571594,128.48071384429932,0.2822338686781102
path_input_fan_id_06,n_estimator-30.0_contamination-0.1_max_samples-128.0_max_features-0.5,30.0,128.0,0.1,0.5,80.20346021652222,47.69615292549133,127.89961314201356,0.284359389507447
path_input_fan_id_06,n_estimator-30.0_contamination-0.1_max_samples-128.0_max_features-0.5,30.0,128.0,0.1,0.5,79.76071190834045,47.88788819313049,127.64860010147096,0.294089210487949
path_input_fan_id_06,n_estimator-30.0_contamination-0.1_max_samples-128.0_max_features-0.5,30.0,128.0,0.1,0.5,79.64072155952454,47.94567489624024,127.58639645576476,0.2978568304417553
path_input_fan_id_06,n_estimator-30.0_contamination-0.1_max_samples-128.0_max_features-0.5,30.0,128.0,0.1,0.5,79.64909744262695,47.89000725746155,127.5391047000885,0.292485478165453
path_input_fan_id_06,n_estimator-30.0_contamination-0.1_max_samples-128.0_max_features-0.5,30.0,128.0,0.1,0.5,79.82854986190796,48.059425592422485,127.88797545433044,0.2891782598353297
path_input_fan_id_06,n_estimator-30.0_contamination-0.1_max_samples-128.0_max_features-0.5,30.0,128.0,0.1,0.5,79.85575675964355,47.89498686790466,127.75074362754822,0.2829858579967925
path_input_fan_id_06,n_estimator-30.0_contamination-0.1_max_samples-128.0_max_features-0.5,30.0,128.0,0.1,0.5,79.54803824424744,48.41610312461853,127.96414136886597,0.289331727043224
path_input_fan_id_06,n_estimator-30.0_contamination-0.1_max_samples-128.0_max_features-0.5,30.0,128.0,0.1,0.5,79.82982325553894,48.18579626083374,128.01561951637268,0.2919636896586122
path_input_fan_id_06,n_estimator-30.0_contamination-0.1_max_samples-128.0_max_features-0.5,30.0,128.0,0.1,0.5,79.77974104881287,48.0919508934021,127.87169194221497,0.2915186347557186
path_input_fan_id_06,n_estimator-30.0_contamination-0.1_max_samples-128.0_max_features-0.5,30.0,128.0,0.1,0.5,79.78908681869507,48.29992246627808,128.08900928497314,0.290336937254932
path_input_fan_id_06,n_estimator-30.0_contamination-0.1_max_samples-128.0_max_features-0.5,30.0,128.0,0.1,0.5,79.70563220977783,47.92005968093872,127.62569189071657,0.2871141258891506
path_input_fan_id_06,n_estimator-30.0_contamination-0.1_max_samples-128.0_max_features-0.5,30.0,128.0,0.1,0.5,79.53247785568237,48.1416597366333,127.67413759231567,0.2859247550279694
path_input_fan_id_06,n_estimator-30.0_contamination-0.1_max_samples-128.0_max_features-0.5,30.0,128.0,0.1,0.5,81.0050859451294,48.45636200904846,129.46144795417786,0.2906822384726943
path_input_fan_id_06,n_estimator-30.0_contamination-0.1_max_samples-128.0_max_features-0.5,30.0,128.0,0.1,0.5,79.39907193183899,48.02193665504456,127.42100858688354,0.2862470361645475
path_input_fan_id_06,n_estimator-30.0_contamination-0.1_max_samples-128.0_max_features-0.5,30.0,128.0,0.1,0.5,79.67760109901428,48.06992888450623,127.74752998352052,0.2910505597716408
path_input_fan_id_06,n_estimator-30.0_contamination-0.1_max_samples-128.0_max_features-0.5,30.0,128.0,0.1,0.5,80.03032660484314,47.90614914894104,127.93647575378418,0.2897921286669071
path_input_fan_id_06,n_estimator-30.0_contamination-0.1_max_samples-128.0_max_features-0.5,30.0,128.0,0.1,0.5,80.21010684967041,48.27837419509888,128.4884810447693,0.2821801551553471
path_input_fan_id_06,n_estimator-30.0_contamination-0.1_max_samples-128.0_max_features-0.5,30.0,128.0,0.1,0.5,79.73277401924133,48.21441292762756,127.9471869468689,0.2885260242017787
path_input_fan_id_06,n_estimator-30.0_contamination-0.1_max_samples-128.0_max_features-0.5,30.0,128.0,0.1,0.5,79.65571880340576,48.45599436759949,128.11171317100525,0.2861396091190215
path_input_fan_id_06,n_estimator-30.0_contamination-0.1_max_samples-128.0_max_features-0.5,30.0,128.0,0.1,0.5,79.74119687080383,48.41345763206482,128.15465450286865,0.2902064901282218
path_input_fan_id_06,n_estimator-30.0_contamination-0.1_max_samples-128.0_max_features-0.5,30.0,128.0,0.1,0.5,79.65441083908081,48.18922591209412,127.84363675117493,0.2855794538102071
path_input_fan_id_06,n_estimator-30.0_contamination-0.1_max_samples-128.0_max_features-0.5,30.0,128.0,0.1,0.5,80.00466632843018,48.4835319519043,128.48819828033447,0.2837762141174484
path_input_fan_id_06,n_estimator-30.0_contamination-0.1_max_samples-128.0_max_features-0.5,30.0,128.0,0.1,0.5,81.03959798812866,48.452555418014526,129.4921534061432,0.2891245463125667
path_input_fan_id_06,n_estimator-30.0_contamination-0.1_max_samples-128.0_max_features-0.5,30.0,128.0,0.1,0.5,80.33271098136902,48.60566759109497,128.938378572464,0.2870680857267823
path_input_fan_id_06,n_estimator-30.0_contamination-0.1_max_samples-128.0_max_features-0.5,30.0,128.0,0.1,0.5,79.21138644218445,48.27550745010376,127.4868938922882,0.2829014510324507
path_input_fan_id_06,n_estimator-30.0_contamination-0.1_max_samples-128.0_max_features-0.5,30.0,128.0,0.1,0.5,79.43286943435669,48.11812114715576,127.55099058151244,0.2897307417837493
path_input_fan_id_06,n_estimator-30.0_contamination-0.1_max_samples-128.0_max_features-0.5,30.0,128.0,0.1,0.5,79.47449564933777,48.15284180641174,127.62733745574953,0.287428733665334
path_input_fan_id_06,n_estimator-30.0_contamination-0.1_max_samples-128.0_max_features-0.5,30.0,128.0,0.1,0.5,79.59158635139465,48.08700227737427,127.67858862876892,0.2903139171737479
path_input_fan_id_06,n_estimator-30.0_contamination-0.1_max_samples-128.0_max_features-0.5,30.0,128.0,0.1,0.5,79.55449175834656,48.18347239494324,127.7379641532898,0.28571757429731204
