actual_dataset,parameters_names,n_estimators,max_samples,contamination,max_features,fit_execution_time,auc_execution_time,execution_time,AUC_ROC
path_input_fan_id_06,n_estimator-5.0_contamination-0.1_max_samples-256.0_max_features-0.3,5.0,256.0,0.1,0.3,15.576826095581056,19.51158237457276,35.08840847015381,0.3188127776797292
path_input_fan_id_06,n_estimator-5.0_contamination-0.1_max_samples-256.0_max_features-0.3,5.0,256.0,0.1,0.3,16.15638542175293,12.404230117797852,28.56061553955078,0.3542099891805618
path_input_fan_id_06,n_estimator-5.0_contamination-0.1_max_samples-256.0_max_features-0.3,5.0,256.0,0.1,0.3,14.673332929611206,12.180987358093262,26.854320287704468,0.3050467691316058
path_input_fan_id_06,n_estimator-5.0_contamination-0.1_max_samples-256.0_max_features-0.3,5.0,256.0,0.1,0.3,14.480035066604614,12.838089227676392,27.31812429428101,0.3315160258131844
path_input_fan_id_06,n_estimator-5.0_contamination-0.1_max_samples-256.0_max_features-0.3,5.0,256.0,0.1,0.3,16.500242948532104,12.871030569076538,29.371273517608643,0.3043830234574627
path_input_fan_id_06,n_estimator-5.0_contamination-0.1_max_samples-256.0_max_features-0.3,5.0,256.0,0.1,0.3,15.047784566879272,12.320704221725464,27.368488788604736,0.2990308545821472
path_input_fan_id_06,n_estimator-5.0_contamination-0.1_max_samples-256.0_max_features-0.3,5.0,256.0,0.1,0.3,14.674171209335327,12.262984275817873,26.9371554851532,0.2839296813253428
path_input_fan_id_06,n_estimator-5.0_contamination-0.1_max_samples-256.0_max_features-0.3,5.0,256.0,0.1,0.3,14.686187267303469,12.20364546775818,26.88983273506165,0.2864158500932313
path_input_fan_id_06,n_estimator-5.0_contamination-0.1_max_samples-256.0_max_features-0.3,5.0,256.0,0.1,0.3,14.764519691467283,12.248799562454224,27.01331925392151,0.3409235656571082
path_input_fan_id_06,n_estimator-5.0_contamination-0.1_max_samples-256.0_max_features-0.3,5.0,256.0,0.1,0.3,14.740742921829224,12.250414848327637,26.99115777015686,0.2941928008532777
path_input_fan_id_06,n_estimator-5.0_contamination-0.1_max_samples-256.0_max_features-0.3,5.0,256.0,0.1,0.3,14.771754503250122,12.264107942581177,27.0358624458313,0.3041451492852265
path_input_fan_id_06,n_estimator-5.0_contamination-0.1_max_samples-256.0_max_features-0.3,5.0,256.0,0.1,0.3,14.56051468849182,12.32543420791626,26.88594889640808,0.3105754252959999
path_input_fan_id_06,n_estimator-5.0_contamination-0.1_max_samples-256.0_max_features-0.3,5.0,256.0,0.1,0.3,14.623497247695925,12.310035228729248,26.93353247642517,0.3045748574673307
path_input_fan_id_06,n_estimator-5.0_contamination-0.1_max_samples-256.0_max_features-0.3,5.0,256.0,0.1,0.3,14.592516422271729,12.184714794158936,26.777231216430664,0.3671741315674373
path_input_fan_id_06,n_estimator-5.0_contamination-0.1_max_samples-256.0_max_features-0.3,5.0,256.0,0.1,0.3,14.672643661499023,12.32687520980835,26.999518871307373,0.3228796586889297
path_input_fan_id_06,n_estimator-5.0_contamination-0.1_max_samples-256.0_max_features-0.3,5.0,256.0,0.1,0.3,14.703969478607178,12.090440273284912,26.79440975189209,0.2906016681885498
path_input_fan_id_06,n_estimator-5.0_contamination-0.1_max_samples-256.0_max_features-0.3,5.0,256.0,0.1,0.3,14.683121919631958,12.184402465820312,26.86752438545227,0.2870450656455982
path_input_fan_id_06,n_estimator-5.0_contamination-0.1_max_samples-256.0_max_features-0.3,5.0,256.0,0.1,0.3,14.818507432937622,12.160348892211914,26.978856325149536,0.3133493450786903
path_input_fan_id_06,n_estimator-5.0_contamination-0.1_max_samples-256.0_max_features-0.3,5.0,256.0,0.1,0.3,14.748475790023804,12.166706800460815,26.91518259048462,0.3284121515335211
path_input_fan_id_06,n_estimator-5.0_contamination-0.1_max_samples-256.0_max_features-0.3,5.0,256.0,0.1,0.3,14.736065149307253,12.196933031082152,26.932998180389404,0.3256765985528042
