actual_dataset,parameters_names,n_estimators,max_samples,contamination,max_features,fit_execution_time,auc_execution_time,execution_time,AUC_ROC
path_input_fan_id_06,n_estimator-10.0_contamination-0.1_max_samples-256.0_max_features-0.5,10.0,256.0,0.1,0.5,31.51157307624817,21.445045709609985,52.95661878585816,0.2900530229203275
path_input_fan_id_06,n_estimator-10.0_contamination-0.1_max_samples-256.0_max_features-0.5,10.0,256.0,0.1,0.5,31.49201893806457,21.386292695999146,52.87831163406372,0.278190007750094
path_input_fan_id_06,n_estimator-10.0_contamination-0.1_max_samples-256.0_max_features-0.5,10.0,256.0,0.1,0.5,31.457119703292847,21.35122418403625,52.8083438873291,0.3006345869046431
path_input_fan_id_06,n_estimator-10.0_contamination-0.1_max_samples-256.0_max_features-0.5,10.0,256.0,0.1,0.5,31.57487845420837,21.508288621902462,53.08316707611084,0.2794330921340382
path_input_fan_id_06,n_estimator-10.0_contamination-0.1_max_samples-256.0_max_features-0.5,10.0,256.0,0.1,0.5,31.43304872512817,21.368383169174194,52.80143189430237,0.2974041021784669
path_input_fan_id_06,n_estimator-10.0_contamination-0.1_max_samples-256.0_max_features-0.5,10.0,256.0,0.1,0.5,31.39560079574585,21.53835868835449,52.93395948410034,0.2841445354163949
path_input_fan_id_06,n_estimator-10.0_contamination-0.1_max_samples-256.0_max_features-0.5,10.0,256.0,0.1,0.5,31.54935073852539,21.38257122039795,52.93192195892334,0.2783741683995672
path_input_fan_id_06,n_estimator-10.0_contamination-0.1_max_samples-256.0_max_features-0.5,10.0,256.0,0.1,0.5,31.413403272628784,21.44441080093384,52.85781407356262,0.2915032880349291
path_input_fan_id_06,n_estimator-10.0_contamination-0.1_max_samples-256.0_max_features-0.5,10.0,256.0,0.1,0.5,31.50220322608948,21.543039560318,53.04524278640747,0.2936134621434765
path_input_fan_id_06,n_estimator-10.0_contamination-0.1_max_samples-256.0_max_features-0.5,10.0,256.0,0.1,0.5,31.40525960922241,21.651323556900024,53.05658316612244,0.2879812156137537
