actual_dataset,parameters_names,n_estimators,max_samples,contamination,max_features,fit_execution_time,auc_execution_time,execution_time,AUC_ROC
path_input_fan_id_06,n_estimator-5.0_contamination-0.1_max_samples-256.0_max_features-0.8,5.0,256.0,0.1,0.8,26.897822618484497,18.628494262695312,45.52631688117981,0.3110358269196829
path_input_fan_id_06,n_estimator-5.0_contamination-0.1_max_samples-256.0_max_features-0.8,5.0,256.0,0.1,0.8,26.476329565048218,18.761727571487427,45.238057136535645,0.3260679399329348
path_input_fan_id_06,n_estimator-5.0_contamination-0.1_max_samples-256.0_max_features-0.8,5.0,256.0,0.1,0.8,26.33274245262146,18.824201822280884,45.15694427490234,0.2933218744484772
path_input_fan_id_06,n_estimator-5.0_contamination-0.1_max_samples-256.0_max_features-0.8,5.0,256.0,0.1,0.8,26.459490060806274,18.71210479736328,45.17159485816956,0.3210188687932106
path_input_fan_id_06,n_estimator-5.0_contamination-0.1_max_samples-256.0_max_features-0.8,5.0,256.0,0.1,0.8,26.441648721694943,18.689876556396484,45.13152527809143,0.2997291303780665
path_input_fan_id_06,n_estimator-5.0_contamination-0.1_max_samples-256.0_max_features-0.8,5.0,256.0,0.1,0.8,26.51704454421997,18.72789645195008,45.24494099617005,0.3350496082749518
path_input_fan_id_06,n_estimator-5.0_contamination-0.1_max_samples-256.0_max_features-0.8,5.0,256.0,0.1,0.8,26.75388240814209,18.746822834014893,45.50070524215698,0.3174776129710484
path_input_fan_id_06,n_estimator-5.0_contamination-0.1_max_samples-256.0_max_features-0.8,5.0,256.0,0.1,0.8,26.381028175354004,18.747361183166504,45.12838935852051,0.3071646166005479
path_input_fan_id_06,n_estimator-5.0_contamination-0.1_max_samples-256.0_max_features-0.8,5.0,256.0,0.1,0.8,26.4895544052124,18.744248867034912,45.233803272247314,0.299552643088988
path_input_fan_id_06,n_estimator-5.0_contamination-0.1_max_samples-256.0_max_features-0.8,5.0,256.0,0.1,0.8,26.39407968521118,18.74349308013916,45.13757276535034,0.3115039019037607
path_input_fan_id_06,n_estimator-5.0_contamination-0.1_max_samples-256.0_max_features-0.8,5.0,256.0,0.1,0.8,27.09452772140503,19.616811990737915,46.711339712142944,0.3336070165207449
path_input_fan_id_06,n_estimator-5.0_contamination-0.1_max_samples-256.0_max_features-0.8,5.0,256.0,0.1,0.8,26.3980712890625,18.74065017700196,45.13872146606445,0.3214600870159069
path_input_fan_id_06,n_estimator-5.0_contamination-0.1_max_samples-256.0_max_features-0.8,5.0,256.0,0.1,0.8,26.53494048118592,18.68212914466858,45.21706962585449,0.3012139256144443
path_input_fan_id_06,n_estimator-5.0_contamination-0.1_max_samples-256.0_max_features-0.8,5.0,256.0,0.1,0.8,26.54899954795837,18.779589653015137,45.32858920097351,0.2973120218537304
path_input_fan_id_06,n_estimator-5.0_contamination-0.1_max_samples-256.0_max_features-0.8,5.0,256.0,0.1,0.8,26.476342916488647,18.85776209831237,45.33410501480103,0.328400641492929
path_input_fan_id_06,n_estimator-5.0_contamination-0.1_max_samples-256.0_max_features-0.8,5.0,256.0,0.1,0.8,26.57863020896912,18.85199451446533,45.43062472343445,0.3168867642206551
path_input_fan_id_06,n_estimator-5.0_contamination-0.1_max_samples-256.0_max_features-0.8,5.0,256.0,0.1,0.8,26.348751306533813,18.69780993461609,45.0465612411499,0.2985359228366878
path_input_fan_id_06,n_estimator-5.0_contamination-0.1_max_samples-256.0_max_features-0.8,5.0,256.0,0.1,0.8,26.400741815567017,18.69750666618347,45.09824848175049,0.2903676306965109
path_input_fan_id_06,n_estimator-5.0_contamination-0.1_max_samples-256.0_max_features-0.8,5.0,256.0,0.1,0.8,26.42776918411255,18.77613949775696,45.20390868186951,0.2846893440044198
path_input_fan_id_06,n_estimator-5.0_contamination-0.1_max_samples-256.0_max_features-0.8,5.0,256.0,0.1,0.8,26.42488503456116,19.477723836898804,45.90260887145996,0.2879812156137537
path_input_fan_id_06,n_estimator-5.0_contamination-0.1_max_samples-256.0_max_features-0.8,5.0,256.0,0.1,0.8,26.569201946258545,19.617686986923218,46.18688893318176,0.3227568849226142
path_input_fan_id_06,n_estimator-5.0_contamination-0.1_max_samples-256.0_max_features-0.8,5.0,256.0,0.1,0.8,26.92979073524475,18.76360893249512,45.69339966773987,0.3116535324314577
path_input_fan_id_06,n_estimator-5.0_contamination-0.1_max_samples-256.0_max_features-0.8,5.0,256.0,0.1,0.8,26.45506405830384,18.824597358703613,45.279661417007446,0.2976803431526768
path_input_fan_id_06,n_estimator-5.0_contamination-0.1_max_samples-256.0_max_features-0.8,5.0,256.0,0.1,0.8,26.39168405532837,18.74295687675476,45.13464093208313,0.3149684241219758
path_input_fan_id_06,n_estimator-5.0_contamination-0.1_max_samples-256.0_max_features-0.8,5.0,256.0,0.1,0.8,26.4618558883667,18.713999271392822,45.17585515975952,0.3025529270033226
path_input_fan_id_06,n_estimator-5.0_contamination-0.1_max_samples-256.0_max_features-0.8,5.0,256.0,0.1,0.8,26.50943875312805,18.75990414619445,45.26934289932251,0.3202131659517653
path_input_fan_id_06,n_estimator-5.0_contamination-0.1_max_samples-256.0_max_features-0.8,5.0,256.0,0.1,0.8,26.581234455108643,18.74835157394409,45.329586029052734,0.3071799633213373
path_input_fan_id_06,n_estimator-5.0_contamination-0.1_max_samples-256.0_max_features-0.8,5.0,256.0,0.1,0.8,26.33011269569397,18.760892868041992,45.09100556373596,0.2813245754713361
path_input_fan_id_06,n_estimator-5.0_contamination-0.1_max_samples-256.0_max_features-0.8,5.0,256.0,0.1,0.8,26.54947257041931,18.742915630340576,45.29238820075989,0.3170402314285495
path_input_fan_id_06,n_estimator-5.0_contamination-0.1_max_samples-256.0_max_features-0.8,5.0,256.0,0.1,0.8,26.34951138496399,18.776018619537354,45.12553000450134,0.32929842465911097
