actual_dataset,parameters_names,n_estimators,max_samples,contamination,max_features,fit_execution_time,auc_execution_time,execution_time,ACC,Precision,Recall,F1_Score,AUC_ROC
path_input_fan_id_06,n_estimator-5.0_contamination-0.1_max_samples-128.0_max_features-1.0,5.0,128.0,0.1,1.0,7.689555644989014,33.390122175216675,41.07967782020569,0.5207756232686981,0.5116279069767442,0.9141274238227148,0.6560636182902584,0.3734394303297243
path_input_fan_id_06,n_estimator-5.0_contamination-0.1_max_samples-128.0_max_features-1.0,5.0,128.0,0.1,1.0,7.648129463195801,33.60773992538452,41.25586938858032,0.5083102493074793,0.5045731707317073,0.9168975069252078,0.6509341199606686,0.3658159467775723
path_input_fan_id_06,n_estimator-5.0_contamination-0.1_max_samples-128.0_max_features-1.0,5.0,128.0,0.1,1.0,7.655524730682373,33.55509281158447,41.210617542266846,0.5235457063711911,0.5129770992366413,0.9307479224376732,0.6614173228346456,0.3959684164486153
path_input_fan_id_06,n_estimator-5.0_contamination-0.1_max_samples-128.0_max_features-1.0,5.0,128.0,0.1,1.0,7.704028844833374,33.495171546936035,41.19920039176941,0.5193905817174516,0.5108024691358025,0.9168975069252078,0.6560951437066402,0.3785460516724089
path_input_fan_id_06,n_estimator-5.0_contamination-0.1_max_samples-128.0_max_features-1.0,5.0,128.0,0.1,1.0,7.62508225440979,33.528727769851685,41.15381002426148,0.5,0.5,0.9141274238227148,0.6464250734573946,0.3992986548599228
path_input_fan_id_06,n_estimator-5.0_contamination-0.1_max_samples-128.0_max_features-1.0,5.0,128.0,0.1,1.0,7.684999227523804,33.45723795890808,41.142237186431885,0.5152354570637119,0.508500772797527,0.9113573407202216,0.6527777777777778,0.3566884845880556
path_input_fan_id_06,n_estimator-5.0_contamination-0.1_max_samples-128.0_max_features-1.0,5.0,128.0,0.1,1.0,7.599293947219849,35.11479187011719,42.71408581733704,0.5207756232686981,0.5117370892018779,0.9058171745152356,0.6539999999999999,0.3969429332187444
path_input_fan_id_06,n_estimator-5.0_contamination-0.1_max_samples-128.0_max_features-1.0,5.0,128.0,0.1,1.0,7.705540418624878,37.10960268974304,44.81514310836792,0.5013850415512465,0.500780031201248,0.889196675900277,0.6407185628742514,0.3723344664328849
path_input_fan_id_06,n_estimator-5.0_contamination-0.1_max_samples-128.0_max_features-1.0,5.0,128.0,0.1,1.0,8.727843761444092,33.67969536781311,42.4075391292572,0.4778393351800554,0.4877675840978593,0.8836565096952909,0.6285714285714286,0.3536536705519448
path_input_fan_id_06,n_estimator-5.0_contamination-0.1_max_samples-128.0_max_features-1.0,5.0,128.0,0.1,1.0,7.6245644092559814,33.52513289451599,41.14969730377197,0.48614958448753465,0.4923547400611621,0.8919667590027701,0.6344827586206896,0.38943071339231583
