actual_dataset,parameters_names,n_estimators,max_samples,contamination,max_features,fit_execution_time,auc_execution_time,execution_time,ACC,Precision,Recall,F1_Score,AUC_ROC
path_input_fan_id_06,n_estimator-5.0_contamination-0.1_max_samples-128.0_max_features-1.0,5.0,128.0,0.1,1.0,30.22044897079468,141.3980791568756,171.6185281276703,0.9515235457063712,1.0,0.9030470914127424,0.9490538573508006,0.9547310103513632
path_input_fan_id_06,n_estimator-5.0_contamination-0.1_max_samples-128.0_max_features-1.0,5.0,128.0,0.1,1.0,32.99335312843323,132.47866678237915,165.47201991081238,0.9626038781163436,1.0,0.925207756232687,0.9611510791366906,0.994770604891
path_input_fan_id_06,n_estimator-5.0_contamination-0.1_max_samples-128.0_max_features-1.0,5.0,128.0,0.1,1.0,31.98299288749695,137.3022973537445,169.28529024124146,0.9445983379501384,0.9848942598187312,0.9030470914127424,0.9421965317919077,0.948657545598944
path_input_fan_id_06,n_estimator-5.0_contamination-0.1_max_samples-128.0_max_features-1.0,5.0,128.0,0.1,1.0,29.89005970954895,133.4503390789032,163.34039878845215,0.9542936288088644,0.996969696969697,0.9113573407202216,0.9522431259044862,0.9933894000199508
path_input_fan_id_06,n_estimator-5.0_contamination-0.1_max_samples-128.0_max_features-1.0,5.0,128.0,0.1,1.0,29.807997465133667,130.7744655609131,160.58246302604675,0.96398891966759,1.0,0.92797783933518,0.9626436781609196,0.9962438900867856
path_input_fan_id_06,n_estimator-5.0_contamination-0.1_max_samples-128.0_max_features-1.0,5.0,128.0,0.1,1.0,29.181480884552,144.17132091522217,173.35280179977417,0.9487534626038782,0.9879518072289156,0.9085872576177284,0.9466089466089466,0.9597263679683244
path_input_fan_id_06,n_estimator-5.0_contamination-0.1_max_samples-128.0_max_features-1.0,5.0,128.0,0.1,1.0,31.58063793182373,144.66092896461487,176.2415668964386,0.943213296398892,0.9705882352941176,0.9141274238227148,0.94151212553495,0.945200696741124
path_input_fan_id_06,n_estimator-5.0_contamination-0.1_max_samples-128.0_max_features-1.0,5.0,128.0,0.1,1.0,32.51241898536682,142.21643733978271,174.72885632514954,0.9556786703601108,0.9969788519637462,0.9141274238227148,0.953757225433526,0.9890232579553564
path_input_fan_id_06,n_estimator-5.0_contamination-0.1_max_samples-128.0_max_features-1.0,5.0,128.0,0.1,1.0,30.31538128852844,134.25291657447815,164.5682978630066,0.945983379501385,0.9969135802469136,0.8947368421052632,0.9430656934306568,0.9809240260587316
path_input_fan_id_06,n_estimator-5.0_contamination-0.1_max_samples-128.0_max_features-1.0,5.0,128.0,0.1,1.0,31.34514832496643,139.2586100101471,170.60375833511353,0.9570637119113572,0.9969879518072288,0.9168975069252078,0.9552669552669554,0.982101886879321
path_input_fan_id_06,n_estimator-5.0_contamination-0.1_max_samples-128.0_max_features-1.0,5.0,128.0,0.1,1.0,30.89251446723938,140.2809977531433,171.1735122203827,0.9515235457063712,0.993939393939394,0.9085872576177284,0.9493487698986974,0.9732813591055932
path_input_fan_id_06,n_estimator-5.0_contamination-0.1_max_samples-128.0_max_features-1.0,5.0,128.0,0.1,1.0,30.94527053833008,145.60405611991882,176.5493266582489,0.9473684210526316,0.984984984984985,0.9085872576177284,0.9452449567723344,0.9651322503664028
path_input_fan_id_06,n_estimator-5.0_contamination-0.1_max_samples-128.0_max_features-1.0,5.0,128.0,0.1,1.0,36.8773627281189,152.70254826545715,189.57991099357605,0.6191135734072022,0.5770609318996416,0.8919667590027701,0.7007616974972797,0.9211178551423024
path_input_fan_id_06,n_estimator-5.0_contamination-0.1_max_samples-128.0_max_features-1.0,5.0,128.0,0.1,1.0,30.467082500457764,158.59488606452942,189.0619685649872,0.9473684210526316,0.984984984984985,0.9085872576177284,0.9452449567723344,0.9835905187958964
path_input_fan_id_06,n_estimator-5.0_contamination-0.1_max_samples-128.0_max_features-1.0,5.0,128.0,0.1,1.0,30.51683616638184,143.93545842170715,174.452294588089,0.9542936288088644,0.985207100591716,0.922437673130194,0.9527896995708154,0.9654775515841652
path_input_fan_id_06,n_estimator-5.0_contamination-0.1_max_samples-128.0_max_features-1.0,5.0,128.0,0.1,1.0,34.3552029132843,137.8461196422577,172.201322555542,0.6246537396121884,0.5795053003533569,0.9085872576177284,0.7076591154261057,0.933782736473784
path_input_fan_id_06,n_estimator-5.0_contamination-0.1_max_samples-128.0_max_features-1.0,5.0,128.0,0.1,1.0,31.777435779571533,149.27890586853027,181.0563416481018,0.6191135734072022,0.5751748251748252,0.9113573407202216,0.7052518756698821,0.8127201295263236
