actual_dataset,parameters_names,n_estimators,max_samples,contamination,max_features,fit_execution_time,auc_execution_time,execution_time,ACC,Precision,Recall,F1_Score,AUC_ROC
path_input_fan_id_06,n_estimator-5.0_contamination-0.1_max_samples-256.0_max_features-1.0,5.0,256.0,0.1,1.0,29.186392068862915,129.523854970932,158.71024703979492,0.9529085872576176,0.9880597014925372,0.9168975069252078,0.9511494252873562,0.9898366341571966
path_input_fan_id_06,n_estimator-5.0_contamination-0.1_max_samples-256.0_max_features-1.0,5.0,256.0,0.1,1.0,30.020325899124146,134.87965416908264,164.8999800682068,0.9529085872576176,0.990990990990991,0.9141274238227148,0.9510086455331412,0.972145701767175
path_input_fan_id_06,n_estimator-5.0_contamination-0.1_max_samples-256.0_max_features-1.0,5.0,256.0,0.1,1.0,31.864171743392944,133.4749345779419,165.33910632133484,0.943213296398892,0.9678362573099416,0.9168975069252078,0.9416785206258892,0.9567759608965556
path_input_fan_id_06,n_estimator-5.0_contamination-0.1_max_samples-256.0_max_features-1.0,5.0,256.0,0.1,1.0,30.02107071876526,132.41240191459656,162.43347263336182,0.9501385041551248,0.993920972644377,0.9058171745152356,0.9478260869565218,0.9645797684179832
path_input_fan_id_06,n_estimator-5.0_contamination-0.1_max_samples-256.0_max_features-1.0,5.0,256.0,0.1,1.0,29.82920503616333,131.37579464912417,161.20499968528748,0.9418282548476454,0.9848024316109424,0.8975069252077562,0.9391304347826088,0.9628686090499612
path_input_fan_id_06,n_estimator-5.0_contamination-0.1_max_samples-256.0_max_features-1.0,5.0,256.0,0.1,1.0,29.397417783737183,134.77924275398254,164.17666053771973,0.9418282548476454,0.9848024316109424,0.8975069252077562,0.9391304347826088,0.9901896087353534
path_input_fan_id_06,n_estimator-5.0_contamination-0.1_max_samples-256.0_max_features-1.0,5.0,256.0,0.1,1.0,30.54574513435364,134.22678756713867,164.7725327014923,0.96398891966759,0.9970326409495548,0.9307479224376732,0.9627507163323782,0.9872929151863477
path_input_fan_id_06,n_estimator-5.0_contamination-0.1_max_samples-256.0_max_features-1.0,5.0,256.0,0.1,1.0,29.969942808151245,132.5463933944702,162.51633620262146,0.9556786703601108,0.9824046920821116,0.92797783933518,0.9544159544159544,0.9840432470591846
path_input_fan_id_06,n_estimator-5.0_contamination-0.1_max_samples-256.0_max_features-1.0,5.0,256.0,0.1,1.0,29.69954800605774,132.02506947517395,161.7246174812317,0.9487534626038782,1.0,0.8975069252077562,0.945985401459854,0.9862992150152315
path_input_fan_id_06,n_estimator-5.0_contamination-0.1_max_samples-256.0_max_features-1.0,5.0,256.0,0.1,1.0,29.586934804916385,134.59934759140015,164.18628239631653,0.9529085872576176,0.9939577039274924,0.9113573407202216,0.9508670520231214,0.9874502190744392
path_input_fan_id_06,n_estimator-5.0_contamination-0.1_max_samples-256.0_max_features-1.0,5.0,256.0,0.1,1.0,30.270369052886963,133.02036809921265,163.2907371520996,0.9542936288088644,1.0,0.9085872576177284,0.9521044992743106,0.9927026342646236
path_input_fan_id_06,n_estimator-5.0_contamination-0.1_max_samples-256.0_max_features-1.0,5.0,256.0,0.1,1.0,30.54467988014221,131.7771360874176,162.3218159675598,0.9570637119113572,1.0,0.9141274238227148,0.9551374819102748,0.9959561390719838
path_input_fan_id_06,n_estimator-5.0_contamination-0.1_max_samples-256.0_max_features-1.0,5.0,256.0,0.1,1.0,29.9709210395813,131.26193809509277,161.23285913467407,0.943213296398892,0.9819277108433736,0.9030470914127424,0.9408369408369408,0.981695198778401
path_input_fan_id_06,n_estimator-5.0_contamination-0.1_max_samples-256.0_max_features-1.0,5.0,256.0,0.1,1.0,29.49834012985229,133.638503074646,163.1368432044983,0.9570637119113572,0.9969879518072288,0.9168975069252078,0.9552669552669554,0.983621212237475
path_input_fan_id_06,n_estimator-5.0_contamination-0.1_max_samples-256.0_max_features-1.0,5.0,256.0,0.1,1.0,30.17913842201233,133.41782116889954,163.5969595909119,0.9570637119113572,0.9969879518072288,0.9168975069252078,0.9552669552669554,0.9892879888889744
path_input_fan_id_06,n_estimator-5.0_contamination-0.1_max_samples-256.0_max_features-1.0,5.0,256.0,0.1,1.0,30.263051509857178,131.89534950256348,162.15840101242063,0.9501385041551248,0.993920972644377,0.9058171745152356,0.9478260869565218,0.9952655366364592
path_input_fan_id_06,n_estimator-5.0_contamination-0.1_max_samples-256.0_max_features-1.0,5.0,256.0,0.1,1.0,29.63022255897522,131.67245149612427,161.3026740550995,0.9515235457063712,1.0,0.9030470914127424,0.9490538573508006,0.9771909362267016
path_input_fan_id_06,n_estimator-5.0_contamination-0.1_max_samples-256.0_max_features-1.0,5.0,256.0,0.1,1.0,29.67403888702393,133.8096263408661,163.48366522789,0.9584487534626038,1.0,0.9168975069252078,0.9566473988439308,0.9661106038167296
path_input_fan_id_06,n_estimator-5.0_contamination-0.1_max_samples-256.0_max_features-1.0,5.0,256.0,0.1,1.0,30.51794600486756,133.79128003120422,164.30922603607178,0.9196675900277008,0.9442815249266864,0.8919667590027701,0.9173789173789176,0.9556518135987292
path_input_fan_id_06,n_estimator-5.0_contamination-0.1_max_samples-256.0_max_features-1.0,5.0,256.0,0.1,1.0,29.785606622695923,132.08374953269958,161.8693561553955,0.9501385041551248,0.9909365558912386,0.9085872576177284,0.9479768786127168,0.9885436729306863
path_input_fan_id_06,n_estimator-5.0_contamination-0.1_max_samples-256.0_max_features-1.0,5.0,256.0,0.1,1.0,29.93072009086609,133.3451006412506,163.2758207321167,0.9529085872576176,1.0,0.9058171745152356,0.9505813953488372,0.9919237881845596
path_input_fan_id_06,n_estimator-5.0_contamination-0.1_max_samples-256.0_max_features-1.0,5.0,256.0,0.1,1.0,30.730350255966187,135.13368034362793,165.86403059959412,0.9515235457063712,1.0,0.9030470914127424,0.9490538573508006,0.9662947644662028
path_input_fan_id_06,n_estimator-5.0_contamination-0.1_max_samples-256.0_max_features-1.0,5.0,256.0,0.1,1.0,29.997113943099976,131.51093363761902,161.508047580719,0.9473684210526316,0.9879154078549848,0.9058171745152356,0.945086705202312,0.9826812255891224
path_input_fan_id_06,n_estimator-5.0_contamination-0.1_max_samples-256.0_max_features-1.0,5.0,256.0,0.1,1.0,30.72254467010498,134.25733399391174,164.97987866401672,0.9556786703601108,0.9969788519637462,0.9141274238227148,0.953757225433526,0.9775439108048588
path_input_fan_id_06,n_estimator-5.0_contamination-0.1_max_samples-256.0_max_features-1.0,5.0,256.0,0.1,1.0,30.18847608566284,131.3063805103302,161.49485659599304,0.9473684210526316,0.9908814589665652,0.9030470914127424,0.944927536231884,0.9903085458214718
path_input_fan_id_06,n_estimator-5.0_contamination-0.1_max_samples-256.0_max_features-1.0,5.0,256.0,0.1,1.0,29.240543127059937,132.20946407318115,161.4500072002411,0.9487534626038782,0.9969325153374232,0.9002770083102493,0.9461426491994176,0.9961211163204704
path_input_fan_id_06,n_estimator-5.0_contamination-0.1_max_samples-256.0_max_features-1.0,5.0,256.0,0.1,1.0,29.38005566596985,129.5897238254547,158.96977949142456,0.9626038781163436,1.0,0.925207756232687,0.9611510791366906,0.9872046715418082
path_input_fan_id_06,n_estimator-5.0_contamination-0.1_max_samples-256.0_max_features-1.0,5.0,256.0,0.1,1.0,29.648367881774902,129.92044138908386,159.56880927085876,0.9487534626038782,1.0,0.8975069252077562,0.945985401459854,0.96520898397035
path_input_fan_id_06,n_estimator-5.0_contamination-0.1_max_samples-256.0_max_features-1.0,5.0,256.0,0.1,1.0,29.3675549030304,132.86570358276367,162.23325848579407,0.9542936288088644,0.996969696969697,0.9113573407202216,0.9522431259044862,0.9952693733166564
path_input_fan_id_06,n_estimator-5.0_contamination-0.1_max_samples-256.0_max_features-1.0,5.0,256.0,0.1,1.0,29.23906135559082,129.24167442321777,158.4807357788086,0.9487534626038782,0.990909090909091,0.9058171745152355,0.9464544138929089,0.9858810168737195
