actual_dataset,parameters_names,n_estimators,max_samples,contamination,max_features,fit_execution_time,auc_execution_time,execution_time,ACC,Precision,Recall,F1_Score,AUC_ROC
path_input_fan_id_06,n_estimator-5.0_contamination-0.1_max_samples-128.0_max_features-1.0,5.0,128.0,0.1,1.0,13.652348279953005,60.12718319892883,73.77953147888184,0.5401662049861495,0.5228346456692914,0.9196675900277008,0.6666666666666666,0.6475663937508153
path_input_fan_id_06,n_estimator-5.0_contamination-0.1_max_samples-128.0_max_features-1.0,5.0,128.0,0.1,1.0,13.675408363342283,60.04087805747986,73.71628642082214,0.5775623268698061,0.5505415162454874,0.8448753462603878,0.6666666666666667,0.7129165675524282
path_input_fan_id_06,n_estimator-5.0_contamination-0.1_max_samples-128.0_max_features-1.0,5.0,128.0,0.1,1.0,13.785251140594482,60.39371705055237,74.17896819114685,0.6301939058171745,0.5839285714285715,0.9058171745152356,0.710097719869707,0.7204134406580673
path_input_fan_id_06,n_estimator-5.0_contamination-0.1_max_samples-128.0_max_features-1.0,5.0,128.0,0.1,1.0,13.70066785812378,60.03236651420593,73.73303437232971,0.5138504155124654,0.5079617834394905,0.8836565096952909,0.6450960566228514,0.5976013075406112
path_input_fan_id_06,n_estimator-5.0_contamination-0.1_max_samples-128.0_max_features-1.0,5.0,128.0,0.1,1.0,13.580868005752563,60.84870529174805,74.42957329750061,0.5581717451523546,0.5334394904458599,0.92797783933518,0.6774519716885744,0.6457631540580566
path_input_fan_id_06,n_estimator-5.0_contamination-0.1_max_samples-128.0_max_features-1.0,5.0,128.0,0.1,1.0,13.590790033340454,60.02213978767395,73.6129298210144,0.5193905817174516,0.5111464968152867,0.889196675900277,0.6491405460060669,0.5595529500234038
path_input_fan_id_06,n_estimator-5.0_contamination-0.1_max_samples-128.0_max_features-1.0,5.0,128.0,0.1,1.0,13.86493968963623,60.36238074302673,74.22732043266296,0.5720221606648199,0.5434782608695652,0.9002770083102493,0.6777893639207508,0.6767481833319265
path_input_fan_id_06,n_estimator-5.0_contamination-0.1_max_samples-128.0_max_features-1.0,5.0,128.0,0.1,1.0,13.627270936965942,60.31583738327026,73.9431083202362,0.5692520775623269,0.5422297297297297,0.889196675900277,0.6736621196222455,0.7096553893846732
path_input_fan_id_06,n_estimator-5.0_contamination-0.1_max_samples-128.0_max_features-1.0,5.0,128.0,0.1,1.0,13.589555501937866,60.142555952072144,73.73211145401001,0.6177285318559557,0.5768535262206148,0.8836565096952909,0.6980306345733043,0.7027800584710062
path_input_fan_id_06,n_estimator-5.0_contamination-0.1_max_samples-128.0_max_features-1.0,5.0,128.0,0.1,1.0,13.586976051330566,60.66793584823608,74.25491189956665,0.5789473684210527,0.5495652173913044,0.8753462603878116,0.6752136752136751,0.6726621189217394
path_input_fan_id_06,n_estimator-5.0_contamination-0.1_max_samples-128.0_max_features-1.0,5.0,128.0,0.1,1.0,13.58103084564209,59.93898153305054,73.52001237869263,0.5346260387811634,0.520259319286872,0.889196675900277,0.656441717791411,0.5955103168330507
path_input_fan_id_06,n_estimator-5.0_contamination-0.1_max_samples-128.0_max_features-1.0,5.0,128.0,0.1,1.0,13.772088527679443,60.253071546554565,74.02516007423401,0.5637119113573407,0.5385906040268457,0.889196675900277,0.670846394984326,0.6889334796387382
path_input_fan_id_06,n_estimator-5.0_contamination-0.1_max_samples-128.0_max_features-1.0,5.0,128.0,0.1,1.0,13.667153120040894,60.39387631416321,74.0610294342041,0.5457063711911357,0.5266558966074314,0.9030470914127424,0.6653061224489796,0.7024501039740333
