actual_dataset,parameters_names,n_estimators,max_samples,contamination,max_features,fit_execution_time,auc_execution_time,execution_time,ACC,Precision,Recall,F1_Score,AUC_ROC
path_input_fan_id_06,n_estimator-5.0_contamination-0.1_max_samples-256.0_max_features-0.5,5.0,256.0,0.1,0.5,13.699356079101562,60.84134650230408,74.54070258140564,0.574792243767313,0.5453020134228188,0.9002770083102493,0.6792058516196446,0.712720896862363
path_input_fan_id_06,n_estimator-5.0_contamination-0.1_max_samples-256.0_max_features-0.5,5.0,256.0,0.1,0.5,13.746814250946043,60.42392301559448,74.17073726654053,0.6260387811634349,0.5853658536585366,0.8642659279778393,0.697986577181208,0.7390098295746657
path_input_fan_id_06,n_estimator-5.0_contamination-0.1_max_samples-256.0_max_features-0.5,5.0,256.0,0.1,0.5,13.612847328186035,60.36110091209412,73.97394824028015,0.5290858725761773,0.5172413793103449,0.8725761772853186,0.6494845360824743,0.5950921186915386
path_input_fan_id_06,n_estimator-5.0_contamination-0.1_max_samples-256.0_max_features-0.5,5.0,256.0,0.1,0.5,13.622580289840698,60.4571840763092,74.0797643661499,0.5401662049861495,0.5230524642289348,0.9113573407202216,0.6646464646464647,0.7187099546504401
path_input_fan_id_06,n_estimator-5.0_contamination-0.1_max_samples-256.0_max_features-0.5,5.0,256.0,0.1,0.5,13.637252569198608,60.20416951179504,73.84142208099365,0.556786703601108,0.535042735042735,0.8670360110803325,0.6617336152219873,0.6710161831170725
path_input_fan_id_06,n_estimator-5.0_contamination-0.1_max_samples-256.0_max_features-0.5,5.0,256.0,0.1,0.5,14.052627086639404,60.17374539375305,74.22637248039246,0.6052631578947368,0.5671378091872792,0.889196675900277,0.6925566343042071,0.757671442054619
path_input_fan_id_06,n_estimator-5.0_contamination-0.1_max_samples-256.0_max_features-0.5,5.0,256.0,0.1,0.5,13.66787815093994,60.37749719619751,74.04537534713745,0.5470914127423823,0.5275974025974026,0.9002770083102493,0.6653019447287615,0.6440059545276664
path_input_fan_id_06,n_estimator-5.0_contamination-0.1_max_samples-256.0_max_features-0.5,5.0,256.0,0.1,0.5,13.596478462219238,60.55901312828064,74.15549159049988,0.538781163434903,0.5223642172523961,0.9058171745152356,0.6626139817629179,0.6005977547747485
path_input_fan_id_06,n_estimator-5.0_contamination-0.1_max_samples-256.0_max_features-0.5,5.0,256.0,0.1,0.5,13.653770923614502,60.64679408073425,74.30056500434875,0.6177285318559557,0.574430823117338,0.9085872576177284,0.7038626609442059,0.7531096292999593
path_input_fan_id_06,n_estimator-5.0_contamination-0.1_max_samples-256.0_max_features-0.5,5.0,256.0,0.1,0.5,13.679677963256836,60.4072470664978,74.08692502975464,0.5623268698060941,0.5376884422110553,0.889196675900277,0.6701461377870563,0.6822499827349391
