actual_dataset,parameters_names,n_estimators,max_samples,contamination,max_features,fit_execution_time,auc_execution_time,execution_time,AUC_ROC
path_input_fan_id_06,n_estimator-30.0_contamination-0.1_max_samples-128.0_max_features-0.3,30.0,128.0,0.1,0.3,58.03539419174194,39.57695245742798,97.61234664916992,0.3347426738591631
path_input_fan_id_06,n_estimator-30.0_contamination-0.1_max_samples-128.0_max_features-0.3,30.0,128.0,0.1,0.3,46.37005543708801,28.43476366996765,74.80481910705566,0.336837501246921
path_input_fan_id_06,n_estimator-30.0_contamination-0.1_max_samples-128.0_max_features-0.3,30.0,128.0,0.1,0.3,45.17783975601196,29.217671632766724,74.39551138877869,0.3379271184229709
path_input_fan_id_06,n_estimator-30.0_contamination-0.1_max_samples-128.0_max_features-0.3,30.0,128.0,0.1,0.3,44.59339785575867,28.979281663894653,73.57267951965332,0.3364461598667904
path_input_fan_id_06,n_estimator-30.0_contamination-0.1_max_samples-128.0_max_features-0.3,30.0,128.0,0.1,0.3,44.9397611618042,29.26318335533142,74.20294451713562,0.3502428618564928
path_input_fan_id_06,n_estimator-30.0_contamination-0.1_max_samples-128.0_max_features-0.3,30.0,128.0,0.1,0.3,43.779582023620605,28.19873714447021,71.97831916809082,0.3386944544624427
path_input_fan_id_06,n_estimator-30.0_contamination-0.1_max_samples-128.0_max_features-0.3,30.0,128.0,0.1,0.3,44.78801965713501,28.76275563240052,73.55077528953552,0.3521074884324092
path_input_fan_id_06,n_estimator-30.0_contamination-0.1_max_samples-128.0_max_features-0.3,30.0,128.0,0.1,0.3,44.57910370826721,28.6218318939209,73.20093560218811,0.3366993807598161
path_input_fan_id_06,n_estimator-30.0_contamination-0.1_max_samples-128.0_max_features-0.3,30.0,128.0,0.1,0.3,44.53746390342712,28.419755220413208,72.95721912384033,0.3417254318183562
path_input_fan_id_06,n_estimator-30.0_contamination-0.1_max_samples-128.0_max_features-0.3,30.0,128.0,0.1,0.3,44.18751811981201,28.573744297027588,72.7612624168396,0.3373669631141566
path_input_fan_id_06,n_estimator-30.0_contamination-0.1_max_samples-128.0_max_features-0.3,30.0,128.0,0.1,0.3,44.17008066177368,28.38668298721313,72.55676364898682,0.3361852656133701
path_input_fan_id_06,n_estimator-30.0_contamination-0.1_max_samples-128.0_max_features-0.3,30.0,128.0,0.1,0.3,44.46841239929199,28.41758918762207,72.88600158691406,0.3466056890293966
path_input_fan_id_06,n_estimator-30.0_contamination-0.1_max_samples-128.0_max_features-0.3,30.0,128.0,0.1,0.3,44.07072448730469,28.17367482185364,72.24439930915833,0.3336990968454815
path_input_fan_id_06,n_estimator-30.0_contamination-0.1_max_samples-128.0_max_features-0.3,30.0,128.0,0.1,0.3,44.12289905548096,28.355425119400024,72.47832417488098,0.3404209605512542
path_input_fan_id_06,n_estimator-30.0_contamination-0.1_max_samples-128.0_max_features-0.3,30.0,128.0,0.1,0.3,44.04602384567261,28.33876657485962,72.38479042053223,0.3307371797331205
path_input_fan_id_06,n_estimator-30.0_contamination-0.1_max_samples-128.0_max_features-0.3,30.0,128.0,0.1,0.3,44.23280143737793,28.40252137184143,72.63532280921936,0.3492069582032059
path_input_fan_id_06,n_estimator-30.0_contamination-0.1_max_samples-128.0_max_features-0.3,30.0,128.0,0.1,0.3,44.96266794204712,28.542100191116333,73.50476813316345,0.3439123395308507
path_input_fan_id_06,n_estimator-30.0_contamination-0.1_max_samples-128.0_max_features-0.3,30.0,128.0,0.1,0.3,44.67296886444092,27.900043487548828,72.57301235198975,0.3511713384642537
path_input_fan_id_06,n_estimator-30.0_contamination-0.1_max_samples-128.0_max_features-0.3,30.0,128.0,0.1,0.3,44.6301326751709,28.55861973762512,73.18875241279602,0.3280668503157587
path_input_fan_id_06,n_estimator-30.0_contamination-0.1_max_samples-128.0_max_features-0.3,30.0,128.0,0.1,0.3,44.45266962051392,28.511323928833008,72.96399354934692,0.3278213027831278
path_input_fan_id_06,n_estimator-30.0_contamination-0.1_max_samples-128.0_max_features-0.3,30.0,128.0,0.1,0.3,44.34271025657654,28.48207974433899,72.82479000091553,0.3415029043669093
