actual_dataset,parameters_names,n_estimators,max_samples,contamination,max_features,fit_execution_time,auc_execution_time,execution_time,ACC,Precision,Recall,F1_Score,AUC_ROC
path_input_fan_id_06,n_estimator-5.0_contamination-0.1_max_samples-128.0_max_features-1.0,5.0,128.0,0.1,1.0,13.362022161483765,59.37347650527954,72.7354986667633,0.5789473684210527,0.548885077186964,0.8864265927977839,0.6779661016949152,0.696695083677995
path_input_fan_id_06,n_estimator-5.0_contamination-0.1_max_samples-128.0_max_features-1.0,5.0,128.0,0.1,1.0,13.53568172454834,59.138519525527954,72.6742012500763,0.6135734072022161,0.5740072202166066,0.8808864265927978,0.6950819672131147,0.697078751697731
path_input_fan_id_06,n_estimator-5.0_contamination-0.1_max_samples-128.0_max_features-1.0,5.0,128.0,0.1,1.0,13.369988203048706,59.10783362388611,72.47782182693481,0.6011080332409973,0.5664845173041895,0.8614958448753463,0.6835164835164835,0.7176318475149822
path_input_fan_id_06,n_estimator-5.0_contamination-0.1_max_samples-128.0_max_features-1.0,5.0,128.0,0.1,1.0,13.369766473770142,59.10990118980408,72.47966766357422,0.5831024930747922,0.5535714285714286,0.8587257617728532,0.6731813246471227,0.6518135987292916
path_input_fan_id_06,n_estimator-5.0_contamination-0.1_max_samples-128.0_max_features-1.0,5.0,128.0,0.1,1.0,13.423566341400146,59.35087990760803,72.77444624900818,0.5110803324099723,0.5063897763578274,0.8781163434903048,0.6423505572441742,0.5223947023119835
path_input_fan_id_06,n_estimator-5.0_contamination-0.1_max_samples-128.0_max_features-1.0,5.0,128.0,0.1,1.0,13.39439845085144,59.03030943870544,72.42470788955688,0.5734072022160664,0.54673721340388,0.8587257617728532,0.6681034482758621,0.6519709026173832
path_input_fan_id_06,n_estimator-5.0_contamination-0.1_max_samples-128.0_max_features-1.0,5.0,128.0,0.1,1.0,13.487212657928469,59.30858731269837,72.79579997062683,0.6343490304709142,0.5899814471243042,0.8808864265927978,0.7066666666666667,0.7311139417285011
path_input_fan_id_06,n_estimator-5.0_contamination-0.1_max_samples-128.0_max_features-1.0,5.0,128.0,0.1,1.0,13.433191776275637,59.264562368392944,72.69775414466858,0.5235457063711911,0.5141430948419301,0.8559556786703602,0.6424116424116425,0.608428419057558
path_input_fan_id_06,n_estimator-5.0_contamination-0.1_max_samples-128.0_max_features-1.0,5.0,128.0,0.1,1.0,13.378235340118408,59.26471138000488,72.64294672012329,0.5304709141274239,0.5183333333333333,0.8614958448753463,0.6472424557752341,0.6514951542729107
path_input_fan_id_06,n_estimator-5.0_contamination-0.1_max_samples-128.0_max_features-1.0,5.0,128.0,0.1,1.0,13.409969568252563,59.170372009277344,72.58034157752991,0.53601108033241,0.5209003215434084,0.8975069252077562,0.659206510681587,0.728888667214033
